filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length,quality
1011513_raw_html.txt,1541,403,3500,95,11,48,20773,1
1011555_raw_html.txt,5251,1939,24649,20,63,291,80410,0
101157_raw_html.txt,12935,4265,47819,279,696,1083,209563,0
1011609_raw_html.txt,1009,407,2813,33,28,53,17970,0
1011663_raw_html.txt,3285,1031,10296,121,50,86,51410,0
1011687_raw_html.txt,4270,1771,15694,187,8,23,65401,0
1011771_raw_html.txt,5770,2395,29068,163,295,744,121097,1
1011789_raw_html.txt,6660,3045,31016,128,57,123,116603,0
1011813_raw_html.txt,346,151,790,11,5,21,4594,0
1011837_raw_html.txt,4090,1499,16057,0,42,75,58775,0
1012077_raw_html.txt,4282,1253,12782,0,145,124,80458,1
1012131_raw_html.txt,1047,378,2813,0,8,24,15662,0
1012143_raw_html.txt,415,144,945,73,76,71,8596,0
1012221_raw_html.txt,20,6,19,0,0,0,305,1
1012263_raw_html.txt,3935,1301,11007,107,29,179,65426,0
101229_raw_html.txt,40750,17473,178328,0,24,565,608381,0
1012311_raw_html.txt,145,53,233,2,2,12,2241,0
1012341_raw_html.txt,1038,311,2319,12,32,77,17038,0
1012401_raw_html.txt,4355,1971,19473,0,83,139,71415,0
1012413_raw_html.txt,83688,1591,280862,371,63,171,382307,0
1012437_raw_html.txt,2900,1306,10379,155,95,210,45635,0
1012473_raw_html.txt,4802,1697,18448,515,59,224,75352,0
1012515_raw_html.txt,6320,1906,24091,190,213,308,115889,0
1012563_raw_html.txt,9179,456,46793,0,0,0,58604,0
1012593_raw_html.txt,4011,1506,13352,45,88,283,69165,0
1012653_raw_html.txt,2492,882,7282,0,76,269,34885,0
1012677_raw_html.txt,10894,4236,27163,4209,370,1222,141180,0
1012719_raw_html.txt,21950,4171,48184,0,109,340,206879,0
1012809_raw_html.txt,633,216,1386,12,8,39,8498,0
1012839_raw_html.txt,4503,1861,19404,0,240,306,79250,0
101283_raw_html.txt,9338,3155,59279,226,271,529,195013,0
1012869_raw_html.txt,3941,1409,13320,502,103,265,66722,0
1012893_raw_html.txt,3757,1542,16917,119,43,90,59056,0
1012977_raw_html.txt,6235,1796,13716,0,188,233,85025,0
1013019_raw_html.txt,3722,1544,15078,0,62,234,71576,1
1013037_raw_html.txt,5274,1249,16963,17,1207,371,165328,0
1013085_raw_html.txt,5728,2247,24900,10,182,284,115058,0
1013133_raw_html.txt,2807,1202,11010,0,153,147,47691,0
1013169_raw_html.txt,8462,1172,14771,0,101,565,79780,0
1013289_raw_html.txt,69356,1898,262055,280,348,606,339568,0
1013301_raw_html.txt,20113,261,71164,1,0,40,93410,0
1013325_raw_html.txt,3036,1230,10758,32,81,181,46919,0
1013331_raw_html.txt,17475,5012,45682,0,166,299,274154,0
1013373_raw_html.txt,3657,1439,12492,2,70,140,68350,0
1013469_raw_html.txt,1912,771,9516,5,13,70,33334,0
1013493_raw_html.txt,1827,318,3842,0,122,308,34631,0
1013619_raw_html.txt,3356,1084,8237,378,41,152,57809,0
101361_raw_html.txt,2548,867,6955,59,67,142,37275,0
1013733_raw_html.txt,10019,2306,42462,5,110,349,133838,0
1013775_raw_html.txt,1332,631,5215,0,2,12,22049,0
101379_raw_html.txt,2377,817,6138,148,28,99,39885,0
10137_raw_html.txt,5467,1452,16537,398,330,653,113870,0
1013805_raw_html.txt,10895,4154,45388,210,554,995,184011,0
1013937_raw_html.txt,616,232,1464,0,1,19,6580,0
1013943_raw_html.txt,14967,5403,64840,0,15,639,213557,0
1013955_raw_html.txt,4020,987,9626,15,27,76,43352,0
1013997_raw_html.txt,6277,2233,20351,0,52,101,86023,0
1014045_raw_html.txt,4024,971,7860,341,39,158,45660,0
1014051_raw_html.txt,5709,2194,34136,0,177,190,102239,0
1014075_raw_html.txt,44165,78,142668,0,9,114,198611,0
1014207_raw_html.txt,22141,5764,70432,811,171,570,292125,0
1014315_raw_html.txt,5124,1924,21223,0,47,151,76309,0
1014351_raw_html.txt,31992,10469,128857,28,89,1919,507276,0
1014363_raw_html.txt,5277,2158,24706,768,127,229,84921,0
1014435_raw_html.txt,3503,1301,12595,2,69,132,63519,0
1014489_raw_html.txt,19718,5206,106815,0,305,584,313854,0
1014519_raw_html.txt,4646,2012,23009,470,850,890,225492,0
1014561_raw_html.txt,3315,592,8520,0,59,108,65265,0
1014567_raw_html.txt,7439,2487,26546,712,59,168,106832,0
1014657_raw_html.txt,206111,2233,790258,0,383,1233,1017904,0
101475_raw_html.txt,1608,628,5482,4,4,26,18170,0
1014789_raw_html.txt,6136,1781,18643,0,288,437,87144,0
1014867_raw_html.txt,5067,1838,14333,155,102,361,80906,0
1014999_raw_html.txt,6530,1653,25915,0,12,54,76299,0
1015053_raw_html.txt,6569,2713,29887,47,132,620,152446,0
1015065_raw_html.txt,2718,901,10597,183,20,83,40257,0
1015113_raw_html.txt,5455,1727,16651,174,58,110,88694,0
1015137_raw_html.txt,5651,2884,36898,459,74,256,153055,0
1015173_raw_html.txt,18375,5707,63055,411,207,471,317620,0
1015233_raw_html.txt,6723,2054,24248,352,121,305,107299,0
1015359_raw_html.txt,3841,1402,13726,15,51,146,51169,0
1015491_raw_html.txt,4236,1763,26101,0,72,156,88279,1
1015581_raw_html.txt,11367,243,42955,0,2,4,55685,0
1015659_raw_html.txt,8092,3808,43209,0,53,241,128716,0
1015695_raw_html.txt,2558,878,8787,21,28,81,44657,0
1015707_raw_html.txt,4018,1091,12125,87,143,210,65366,0
1015743_raw_html.txt,5995,2008,35884,0,244,167,99292,0
1015749_raw_html.txt,2043,784,6522,0,19,34,31345,0
1015767_raw_html.txt,2101,771,6355,39,20,114,34352,0
1015869_raw_html.txt,4442,1485,10561,1036,109,306,65040,0
1015911_raw_html.txt,11787,1864,25339,276,150,270,136913,0
1015923_raw_html.txt,2911,782,7617,476,62,131,45320,0
1016055_raw_html.txt,7510,2156,27305,14,424,987,126692,0
1016115_raw_html.txt,6849,2345,27387,7,75,362,108521,1
1016211_raw_html.txt,7173,2686,21972,0,212,529,113994,0
1016223_raw_html.txt,25161,390,82179,287,15,62,111764,0
1016247_raw_html.txt,4623,1783,17684,299,96,270,79735,0
1016301_raw_html.txt,2963,1125,9058,28,40,112,47084,0
1016391_raw_html.txt,16779,4189,45127,4,208,294,282678,0
1016481_raw_html.txt,3607,1552,14018,0,73,120,70057,0
1016589_raw_html.txt,3156,792,7058,12,71,198,56801,0
1016601_raw_html.txt,14149,6523,51838,5633,371,862,218576,0
1016643_raw_html.txt,3129,1332,18569,0,4,60,48832,0
1016739_raw_html.txt,15,8,15,0,0,0,101,0
1016751_raw_html.txt,2874,1118,8018,53,37,130,38803,0
1016775_raw_html.txt,3609,1201,12919,5,129,337,90617,0
1016835_raw_html.txt,2974,997,7076,248,41,124,44158,0
1016865_raw_html.txt,2252,839,7573,68,223,610,44253,0
1016919_raw_html.txt,24,17,51,0,0,0,264,0
1016955_raw_html.txt,6356,2096,25465,81,100,211,107464,0
1016991_raw_html.txt,5807,2094,34894,0,11,50,113772,0
1016997_raw_html.txt,5840,2143,26085,92,38,94,95729,0
1017039_raw_html.txt,898,291,2186,62,10,49,11317,0
101709_raw_html.txt,1920,918,7792,0,105,188,32743,0
1017123_raw_html.txt,2188,734,7143,69,24,86,30750,0
1017189_raw_html.txt,105,62,204,6,1,7,1229,0
1017291_raw_html.txt,2343,727,6789,8,52,100,36882,0
1017327_raw_html.txt,5029,2534,26499,7,4,37,86688,0
1017369_raw_html.txt,4089,1286,14238,0,15,61,62819,0
101739_raw_html.txt,3567,1082,9431,0,31,112,42744,0
1017441_raw_html.txt,2934,1192,8580,152,17,89,40912,0
1017537_raw_html.txt,2148,814,12391,16,29,20,42324,1
1017543_raw_html.txt,8338,3493,38959,0,175,925,148335,0
1017621_raw_html.txt,6228,2209,36644,0,11,55,120071,0
1017633_raw_html.txt,3233,1088,13717,0,3,36,51321,0
1017759_raw_html.txt,4012,1344,15458,0,155,219,65193,0
101775_raw_html.txt,4037,1325,8939,519,147,173,56261,0
1017777_raw_html.txt,4646,1912,17229,900,146,664,79174,0
1017837_raw_html.txt,2982,1008,9264,71,26,113,45385,0
1018035_raw_html.txt,9502,2752,49312,0,50,123,150895,0
1018107_raw_html.txt,3762,1521,24869,52,18,84,66129,0
1018191_raw_html.txt,7261,1893,20718,0,186,318,104629,0
1018203_raw_html.txt,2721,875,8939,0,95,221,38935,1
101823_raw_html.txt,6951,1530,19611,261,92,329,90148,0
1018263_raw_html.txt,8539,3825,47085,1468,241,456,150645,0
1018377_raw_html.txt,5586,1969,22235,99,110,772,139341,0
101865_raw_html.txt,4618,1884,14919,75,14,58,66607,0
1018677_raw_html.txt,728,299,2294,0,16,75,9847,0
1018725_raw_html.txt,5306,1123,13441,113,12,55,56010,1
1019073_raw_html.txt,2481,977,11592,0,21,55,46615,0
1019091_raw_html.txt,320,155,770,0,3,2,4636,0
1019115_raw_html.txt,5545,2015,19399,178,319,604,110426,0
1019205_raw_html.txt,15817,1875,31602,1,31,95,149579,0
1019295_raw_html.txt,30373,7956,74333,7184,1353,1186,617556,0
1019301_raw_html.txt,7480,2190,39197,602,224,366,142028,0
1019313_raw_html.txt,4024,1500,18189,88,24,131,65396,1
1019343_raw_html.txt,659,251,1816,19,13,31,10970,0
1019379_raw_html.txt,6523,2510,25107,0,93,140,90083,0
1019403_raw_html.txt,2523,990,9707,49,44,124,42733,0
1019433_raw_html.txt,5105,2024,18260,0,243,493,133028,0
1019493_raw_html.txt,2366,1048,7838,67,26,95,38212,0
1019565_raw_html.txt,15218,4339,62586,14,219,504,263532,0
1019685_raw_html.txt,11087,4122,74839,0,199,447,207066,0
1019697_raw_html.txt,5857,1634,19674,0,285,644,97006,1
101979_raw_html.txt,4970,1373,15202,22,457,555,90851,0
1019805_raw_html.txt,4981,2084,29342,22,42,109,86624,0
1019841_raw_html.txt,9011,3725,44788,1733,573,938,167556,0
1019883_raw_html.txt,4598,2340,18487,6,1,22,71151,0
1019925_raw_html.txt,3594,1500,18134,4,3,24,52736,0
1019979_raw_html.txt,4134,1297,15422,0,22,59,62215,0
1019997_raw_html.txt,2385,911,8181,91,24,126,39340,0
1020093_raw_html.txt,1904,975,7515,0,176,510,34711,0
1020117_raw_html.txt,6143,1885,25490,0,109,241,109075,0
1020141_raw_html.txt,3671,1603,19245,7,4,22,54714,0
1020147_raw_html.txt,3931,1392,11593,322,53,88,62912,0
1020207_raw_html.txt,20,6,19,0,0,0,305,0
1020243_raw_html.txt,338,111,466,62,58,67,7668,0
1020267_raw_html.txt,5582,1179,27753,792,619,917,109427,0
1020339_raw_html.txt,2295,923,8685,14,4,26,35534,0
1020393_raw_html.txt,2881,1323,11415,316,62,196,40641,0
1020429_raw_html.txt,1033,394,3354,4,4,30,14116,0
1020495_raw_html.txt,5644,1774,17069,0,306,319,125557,0
1020525_raw_html.txt,4466,1856,19602,10,13,100,68875,0
1020621_raw_html.txt,8123,3045,36641,0,5,12,115345,0
1020633_raw_html.txt,4119,1218,13070,300,33,106,56245,1
102081_raw_html.txt,3109,896,8476,235,43,140,49549,0
1020891_raw_html.txt,4310,1351,11503,88,33,105,61696,0
1020903_raw_html.txt,3759,1286,13180,0,115,228,68434,0
1020939_raw_html.txt,10199,4073,46748,76,181,764,176433,0
1020957_raw_html.txt,8328,2894,27011,2,114,154,112230,0
1020963_raw_html.txt,10115,4069,81360,396,43,152,199692,0
1021017_raw_html.txt,21867,5559,48698,3777,759,766,381142,0
1021041_raw_html.txt,5042,1990,19881,183,341,378,132074,1
1021101_raw_html.txt,3346,591,6750,0,0,6,23893,0
1021107_raw_html.txt,3652,1125,9076,13,14,80,42235,0
1021215_raw_html.txt,6914,3528,38135,0,102,151,129607,0
1021317_raw_html.txt,1317,621,4017,122,9,45,16909,0
1021353_raw_html.txt,8617,2267,29378,37,234,428,132230,0
1021563_raw_html.txt,5608,1583,16790,191,60,210,81242,0
1021581_raw_html.txt,2104,975,7943,64,32,80,35056,0
1021659_raw_html.txt,3167,817,9251,56,69,98,46637,0
1021755_raw_html.txt,3468,1176,10996,0,95,218,63987,1
1021791_raw_html.txt,5988,1757,15649,49,29,87,60337,0
1021821_raw_html.txt,12341,2858,40544,240,144,534,201184,0
102183_raw_html.txt,2416,901,8966,30,30,86,37870,0
1021875_raw_html.txt,5661,1843,19677,353,162,508,86273,0
102189_raw_html.txt,9663,2546,27041,0,86,154,140066,0
1021941_raw_html.txt,9864,3567,62426,0,247,533,190717,0
102195_raw_html.txt,5507,1390,15802,399,128,164,97400,0
1021995_raw_html.txt,7353,2205,27044,0,243,518,139977,0
1022013_raw_html.txt,4110,1480,14957,1,31,59,59159,0
1022043_raw_html.txt,3506,1293,15108,256,43,93,55151,0
1022085_raw_html.txt,1626,585,3825,169,46,104,24214,0
1022103_raw_html.txt,7227,2239,27705,139,226,665,114553,0
1022163_raw_html.txt,9202,2919,37752,0,282,361,143511,0
1022445_raw_html.txt,18760,8679,97280,2570,373,884,292653,0
102249_raw_html.txt,5769,1543,16026,0,44,105,66176,1
102255_raw_html.txt,1562,561,3540,0,137,172,29694,0
1022613_raw_html.txt,4307,1592,15840,66,81,207,55053,0
1022625_raw_html.txt,1457,586,4561,30,22,63,21709,0
1022643_raw_html.txt,5653,1931,20714,353,162,509,87407,0
1022697_raw_html.txt,31333,7909,73234,7106,1683,1275,688350,0
1022727_raw_html.txt,1336,437,3860,0,85,93,26657,1
102273_raw_html.txt,8316,2519,33604,0,286,454,201533,0
1022793_raw_html.txt,5554,2325,27049,106,143,508,94600,0
1022823_raw_html.txt,4621,1722,17010,0,37,137,68601,0
1022877_raw_html.txt,5836,1632,19361,231,183,76,94081,0
1023057_raw_html.txt,3698,1098,12788,23,58,130,60043,0
1023069_raw_html.txt,3821,1438,14261,259,81,232,67646,0
1023117_raw_html.txt,4481,1856,19375,0,239,306,78337,0
1023123_raw_html.txt,5068,1979,16282,248,100,338,82022,0
1023141_raw_html.txt,18,10,22,0,0,0,285,0
1023147_raw_html.txt,8081,3252,30139,0,24,93,110520,0
102315_raw_html.txt,3785,1012,9136,64,43,131,48455,0
1023237_raw_html.txt,15036,5165,158349,6,37,85,303610,0
1023243_raw_html.txt,4289,2056,19417,0,93,134,68746,0
1023333_raw_html.txt,6042,2143,20445,20,147,684,78249,0
10233_raw_html.txt,28686,10068,81738,27500,861,3279,373028,0
1023417_raw_html.txt,1949,530,4236,110,367,1272,51330,0
1023507_raw_html.txt,2276,799,7387,4,20,48,35057,0
1023519_raw_html.txt,3026,986,11038,9,47,174,47540,0
1023585_raw_html.txt,5090,1581,19958,0,0,32,56820,0
1023621_raw_html.txt,2440,1162,13833,0,11,46,44924,0
1023645_raw_html.txt,7165,1746,22955,307,140,154,135448,0
102369_raw_html.txt,45,12,51,0,0,4,725,0
1023747_raw_html.txt,1257,392,3702,0,6,29,18583,0
1023813_raw_html.txt,5262,3154,100377,206,200,200,209396,1
1023909_raw_html.txt,7888,3801,41781,112,31,87,128530,0
