filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length
1005131_raw_html.txt,12827,2266,26015,0,716,778,283780
1005191_raw_html.txt,4605,1840,22385,47,11,70,76254
1005233_raw_html.txt,6786,2368,27145,7,76,373,105417
1005377_raw_html.txt,2277,929,7470,0,12,46,38182
1005437_raw_html.txt,41075,883,145846,81,14,59,192509
1005545_raw_html.txt,420,92,643,0,74,17,20973
1005563_raw_html.txt,7054,2152,18474,1527,260,754,118150
1005599_raw_html.txt,1059,475,3051,13,23,72,14806
1005665_raw_html.txt,33900,6869,101035,47,139,583,384805
100577_raw_html.txt,6092,2399,30223,4,52,79,103684
1005851_raw_html.txt,6355,2055,25135,0,419,974,116270
1005959_raw_html.txt,2353,435,5098,12,41,164,32758
1005995_raw_html.txt,2924,870,9512,66,40,57,48838
100607_raw_html.txt,15639,434,56577,1391,1,0,76762
1006169_raw_html.txt,11148,3787,39859,1414,147,930,173048
1006223_raw_html.txt,3736,1432,17395,7,39,100,59781
1006265_raw_html.txt,6880,2428,34492,11,182,399,124133
100631_raw_html.txt,7781,3003,36670,0,250,211,148257
1006337_raw_html.txt,1193,450,3988,4,13,26,17077
1006391_raw_html.txt,6367,1877,23754,0,401,926,113703
1006505_raw_html.txt,5672,1503,16560,219,179,274,99538
1006529_raw_html.txt,2826,865,6465,0,362,966,136154
1006649_raw_html.txt,46,10,50,0,0,0,481
1006799_raw_html.txt,4658,2034,19504,0,293,633,83510
100679_raw_html.txt,4147,1650,19033,1,18,48,83944
1006889_raw_html.txt,19016,5207,66032,197,217,357,267911
1006979_raw_html.txt,4701,1763,17129,36,27,214,73708
1007129_raw_html.txt,6257,1736,24284,192,93,123,104204
1007225_raw_html.txt,6618,1973,27157,0,186,337,108046
1007255_raw_html.txt,6227,2009,19905,463,85,208,105847
1007297_raw_html.txt,16665,7280,84764,0,203,1036,286743
1007399_raw_html.txt,2755,1182,10776,0,146,134,46882
1007405_raw_html.txt,1717,604,4856,109,15,44,22621
1007411_raw_html.txt,6263,1688,16000,854,157,327,97888
1007543_raw_html.txt,5110,1350,12055,420,47,239,82940
1007633_raw_html.txt,7310,2832,26514,18,32,111,111562
1007699_raw_html.txt,2950,1435,14379,0,2,58,42787
1007711_raw_html.txt,2471,885,8413,218,21,74,36795
1007753_raw_html.txt,10880,4007,71169,0,247,504,203484
1007777_raw_html.txt,4336,820,7611,1516,201,127,61893
1007819_raw_html.txt,2013,747,6093,321,58,147,37824
1007873_raw_html.txt,2237,1027,10913,0,5,131,35841
1007981_raw_html.txt,3776,1367,12000,294,50,131,64929
1008023_raw_html.txt,7754,2441,26227,525,106,209,126479
100805_raw_html.txt,2165,930,7847,32,19,55,33609
1008065_raw_html.txt,2720,1095,9173,398,17,129,40625
1008083_raw_html.txt,3502,987,9803,182,76,146,57122
1008119_raw_html.txt,3416,1037,8628,0,56,147,47705
1008155_raw_html.txt,4530,2175,13872,696,137,922,71270
1008209_raw_html.txt,4530,1901,19912,0,242,306,80321
1008257_raw_html.txt,3266,966,11067,0,49,118,53858
1008263_raw_html.txt,3360,1149,14178,80,25,110,59982
1008299_raw_html.txt,952,305,1991,0,6,20,15155
1008311_raw_html.txt,8281,2563,24847,2298,138,300,154015
1008389_raw_html.txt,4429,1304,14200,234,72,129,67549
1008551_raw_html.txt,5317,1775,19675,77,94,283,87342
1008563_raw_html.txt,1485,385,3335,0,2,111,16882
1008641_raw_html.txt,8400,3170,33594,0,96,120,175943
1008701_raw_html.txt,10860,3406,46495,47,97,303,178521
1008911_raw_html.txt,12116,5544,98598,0,248,471,257223
1008947_raw_html.txt,84508,303,263467,12,385,1773,355440
100895_raw_html.txt,8116,262,31535,0,19,74,41918
1008965_raw_html.txt,11697,4337,80198,45,176,273,231920
1009115_raw_html.txt,2975,1019,11640,37,3,18,41866
1009313_raw_html.txt,3802,1348,12901,0,20,54,72512
1009391_raw_html.txt,1052,426,3039,8,15,67,14609
1009445_raw_html.txt,742,141,957,0,119,18,23503
1009469_raw_html.txt,8130,2800,37216,96,233,554,144572
1009505_raw_html.txt,3159,1046,10314,54,56,141,48109
1009535_raw_html.txt,179,58,352,0,5,30,2257
1009559_raw_html.txt,12086,4188,75456,1,280,568,224045
1009565_raw_html.txt,15437,3923,61045,374,83,198,223194
1009577_raw_html.txt,5350,2080,21185,183,248,665,102550
100961_raw_html.txt,7513,2709,24690,2,104,152,94880
1009649_raw_html.txt,3769,1369,21049,136,68,113,65263
1009667_raw_html.txt,25085,11078,109655,0,23,384,383116
1009709_raw_html.txt,13635,1842,27666,621,4163,2953,545510
1009745_raw_html.txt,4660,1931,19148,0,15,150,79761
1009781_raw_html.txt,8087,2730,43718,0,104,683,169193
1009883_raw_html.txt,5395,1644,17544,38,90,433,107315
1009907_raw_html.txt,11592,3706,43407,313,65,207,178332
1009937_raw_html.txt,3507,1257,11398,852,51,112,45442
1009949_raw_html.txt,5155,1699,28326,12,28,86,94915
100997_raw_html.txt,10352,4966,14022,2,1165,814,150904
1010009_raw_html.txt,2179,944,8572,3,28,97,31832
1010021_raw_html.txt,3510,1419,15919,362,27,66,69077
1010039_raw_html.txt,30299,7661,68624,6605,1504,1256,627793
1010099_raw_html.txt,1835,748,6736,194,35,142,28917
1010135_raw_html.txt,1166,473,3363,547,19,102,17309
1010153_raw_html.txt,5639,2624,29167,228,233,456,111394
1010189_raw_html.txt,2513,885,6862,19,20,52,35025
1010201_raw_html.txt,19061,1873,35214,0,5120,1584,546054
1010255_raw_html.txt,4304,1171,16009,0,83,117,68573
1010321_raw_html.txt,3088,691,8994,0,8,28,39648
1010381_raw_html.txt,4421,1415,15301,269,47,151,68796
1010429_raw_html.txt,4284,1413,13100,104,28,56,59482
1010471_raw_html.txt,16137,4611,67423,0,707,318,282531
1010525_raw_html.txt,1165,479,3182,13,23,74,15509
101057_raw_html.txt,2965,1267,10660,249,13,82,40265
1010777_raw_html.txt,6723,2636,22818,5,354,309,108261
1010831_raw_html.txt,4456,1859,19365,0,241,307,78446
1010897_raw_html.txt,24741,7723,109811,248,58,277,391139
1010939_raw_html.txt,2715,1122,8505,392,108,189,49015
1011095_raw_html.txt,2118,876,9206,45,53,145,43198
1011179_raw_html.txt,3626,1055,12297,0,25,42,56813
1011197_raw_html.txt,18,10,22,0,0,0,267
1011203_raw_html.txt,4094,1567,16790,0,63,155,76068
1011215_raw_html.txt,2585,842,6958,89,34,124,42636
1011335_raw_html.txt,1044,235,1425,101,177,116,24542
1011371_raw_html.txt,1164,218,1904,0,21,77,12323
1011377_raw_html.txt,2252,736,6966,72,38,116,34200
1011473_raw_html.txt,1183,486,3129,15,17,30,14332
1011521_raw_html.txt,3251,934,8817,0,1,64,29112
1011581_raw_html.txt,31857,8145,75178,7480,1612,1230,692550
1011689_raw_html.txt,7825,2453,28027,0,1110,465,208233
1011791_raw_html.txt,7233,2703,42587,0,207,330,131871
1011821_raw_html.txt,442,199,1359,0,0,1,5380
1011875_raw_html.txt,4275,1749,14410,857,92,257,73266
1011911_raw_html.txt,15275,1274,25623,0,421,216,213837
1011947_raw_html.txt,120047,2197,407177,131,40,51,540416
1012037_raw_html.txt,679,183,1106,0,13,39,7821
1012079_raw_html.txt,35444,707,144218,38,2,13,181975
1012229_raw_html.txt,8184,3763,36508,476,144,132,174358
101231_raw_html.txt,2558,905,7733,42,70,124,51267
1012355_raw_html.txt,12499,4293,35120,5400,574,1782,212512
101243_raw_html.txt,4428,1368,16965,306,28,71,68664
1012451_raw_html.txt,6139,1831,18923,71,118,264,95944
1012487_raw_html.txt,10715,2493,37240,14,225,502,184986
101249_raw_html.txt,9509,3429,36538,34,513,921,161507
1012547_raw_html.txt,8291,2198,26849,230,144,431,134141
1012589_raw_html.txt,228,152,696,0,0,3,2966
1012661_raw_html.txt,2691,1236,9646,0,4,25,42637
1012721_raw_html.txt,14216,649,59307,3,4,12,77104
1012739_raw_html.txt,7133,2586,26529,404,82,236,122073
1012799_raw_html.txt,3521,1039,10031,0,31,41,41472
1012811_raw_html.txt,4684,1964,17008,0,81,124,84774
1012871_raw_html.txt,1290,353,3640,0,31,141,15077
101297_raw_html.txt,1985,808,7718,7,43,150,34827
1012997_raw_html.txt,863,48,3398,1,9,24,4766
1013087_raw_html.txt,5616,2110,19236,0,84,308,93899
1013141_raw_html.txt,7535,2102,27328,55,436,1330,145729
1013147_raw_html.txt,8174,2169,23907,177,116,205,117688
1013171_raw_html.txt,2607,686,5942,0,36,134,43563
1013291_raw_html.txt,10926,2664,22503,670,131,163,170195
1013303_raw_html.txt,22654,5892,77336,197,221,338,318432
1013321_raw_html.txt,111909,2409,424450,1448,84,313,556992
101333_raw_html.txt,6593,2477,25173,0,70,94,103178
1013387_raw_html.txt,3230,1345,12990,65,12,82,49936
10133_raw_html.txt,3228,1020,10250,308,31,110,50653
1013441_raw_html.txt,2920,735,6929,0,6,31,34143
1013489_raw_html.txt,17957,283,63002,135,5,47,83921
1013603_raw_html.txt,5465,1562,16021,494,211,151,95600
1013639_raw_html.txt,3219,728,10141,0,103,8,80108
1013669_raw_html.txt,7838,3283,45496,0,62,155,128436
1013699_raw_html.txt,9051,3770,46651,0,58,230,152110
1013717_raw_html.txt,6115,2057,26541,138,50,82,97223
1013933_raw_html.txt,2142,682,3500,889,40,150,31605
101393_raw_html.txt,1801,734,14161,3,4,16,35170
1014143_raw_html.txt,8356,2625,30049,0,1112,470,218399
1014257_raw_html.txt,7597,2822,25671,2,120,151,97118
1014293_raw_html.txt,2835,1202,11038,0,153,147,47892
1014311_raw_html.txt,1114,258,1270,0,72,151,19562
1014347_raw_html.txt,2775,845,8341,0,21,166,43915
1014371_raw_html.txt,3716,1377,11954,80,132,198,65414
1014599_raw_html.txt,4427,1903,15986,0,23,58,64372
10145_raw_html.txt,3240,1207,12617,5,129,337,87714
1014605_raw_html.txt,2413,588,3923,266,288,429,44187
1014647_raw_html.txt,1780,698,7389,0,136,125,22384
1014659_raw_html.txt,4347,1525,16519,669,117,211,81493
1014815_raw_html.txt,3709,1528,24054,0,281,625,89072
1014887_raw_html.txt,6010,2250,24141,0,261,278,123206
1015037_raw_html.txt,2604,798,5796,0,347,918,132793
101507_raw_html.txt,4986,1096,16256,142,19,46,60733
1015163_raw_html.txt,4178,1659,10770,867,115,302,60817
1015247_raw_html.txt,2593,878,8726,0,98,189,43023
1015289_raw_html.txt,11659,1495,30965,0,939,768,323081
1015319_raw_html.txt,11675,4685,64567,0,154,393,196807
101531_raw_html.txt,7353,2023,23149,801,125,203,135004
1015331_raw_html.txt,130143,3950,672942,701,653,1439,837277
1015385_raw_html.txt,11791,4064,59915,49,221,469,227783
1015415_raw_html.txt,13511,4301,54285,0,92,314,227693
1015445_raw_html.txt,7039,1935,20089,382,149,438,115033
1015553_raw_html.txt,160,55,186,32,32,40,3826
1015577_raw_html.txt,84,21,90,0,1,2,959
1015619_raw_html.txt,24420,4509,88328,11,3476,1053,668324
101561_raw_html.txt,2172,517,4875,24,7,30,31511
1015655_raw_html.txt,6748,1958,17982,1012,177,338,102149
1015685_raw_html.txt,3749,1146,12918,6,19,46,49642
1015697_raw_html.txt,3983,1549,7960,543,212,133,51340
1015739_raw_html.txt,4877,2367,27066,7,137,256,82171
1015853_raw_html.txt,3180,1396,11441,42,95,165,58119
1015901_raw_html.txt,34360,1555,121990,0,0,114,166683
1015985_raw_html.txt,4059,1583,12968,174,247,655,73686
1016003_raw_html.txt,3622,1492,8498,893,117,98,53351
1016039_raw_html.txt,4407,1337,14474,259,47,151,67257
1016141_raw_html.txt,3000,1109,9476,496,70,160,49911
1016165_raw_html.txt,11634,2823,38539,281,138,267,169883
1016213_raw_html.txt,341,103,296,67,68,69,7160
1016231_raw_html.txt,2837,1067,12467,2,10,95,47022
1016273_raw_html.txt,9215,3439,45945,2045,158,615,182403
1016279_raw_html.txt,2981,975,9092,80,42,153,45450
1016465_raw_html.txt,2886,980,6826,107,78,240,45200
1016489_raw_html.txt,1400,471,4792,0,3,13,18731
1016537_raw_html.txt,9,6,8,0,0,0,123
1016561_raw_html.txt,472,189,1664,36,3,11,6117
1016579_raw_html.txt,5306,1634,18556,0,399,927,97246
1016651_raw_html.txt,6187,2407,23605,1122,100,324,101297
1016669_raw_html.txt,4733,2017,19667,0,285,626,84057
1016771_raw_html.txt,654,225,1412,22,8,34,8541
1016861_raw_html.txt,8211,2770,33035,0,174,328,127248
1016951_raw_html.txt,5456,2866,28796,218,31,152,94639
1016957_raw_html.txt,5326,1739,19281,626,32,170,69629
1016975_raw_html.txt,8226,2738,28214,2497,255,659,139822
101711_raw_html.txt,691,315,1906,0,25,93,11979
1017149_raw_html.txt,108410,1770,370306,237,23,85,502970
101723_raw_html.txt,8220,1985,17631,49,62,59,71379
1017299_raw_html.txt,1449,722,6215,0,12,40,22549
1017335_raw_html.txt,104388,1540,375496,179,46,290,492359
1017359_raw_html.txt,3724,1062,11037,326,33,142,50585
1017365_raw_html.txt,9034,3923,44691,0,86,167,176517
1017371_raw_html.txt,3844,1409,15391,119,43,91,56948
1017491_raw_html.txt,2821,504,4277,0,81,99,29580
1017557_raw_html.txt,947,340,2390,29,27,62,13430
1017587_raw_html.txt,2630,1008,6597,0,60,187,35818
1017629_raw_html.txt,4652,1505,14154,104,33,56,64146
1017641_raw_html.txt,8583,3566,33184,58,162,821,165348
1017779_raw_html.txt,11921,4040,70817,0,317,576,212135
1017839_raw_html.txt,4422,1289,12124,146,90,278,60602
1017845_raw_html.txt,8411,217,46489,0,1,17,56232
1017983_raw_html.txt,6127,2527,27080,0,82,307,103625
1018055_raw_html.txt,10179,3366,44826,523,73,148,218962
1018085_raw_html.txt,4237,1410,12131,27,79,122,66219
1018115_raw_html.txt,1732,629,4383,245,82,330,28604
1018145_raw_html.txt,4947,1368,15060,398,333,647,106214
1018223_raw_html.txt,7677,2513,136976,1324,1318,1327,281238
1018235_raw_html.txt,429,146,946,0,9,10,5380
1018259_raw_html.txt,5207,1833,24016,0,109,247,102457
1018319_raw_html.txt,4033,1456,24439,0,47,158,78543
101831_raw_html.txt,6147,2477,27058,0,25,144,99816
1018547_raw_html.txt,1920,918,7792,0,105,188,32790
101855_raw_html.txt,1310,457,3163,61,12,72,21601
1018571_raw_html.txt,2398,836,6892,42,90,121,49540
1018589_raw_html.txt,1561,784,23046,0,11,37,37677
1018613_raw_html.txt,4046,133,15912,421,0,2,21518
1018715_raw_html.txt,38,16,43,0,0,0,477
1018787_raw_html.txt,4876,1489,16460,259,47,154,71708
1018889_raw_html.txt,7244,2167,27260,2,7,42,109165
1018901_raw_html.txt,881,205,2059,0,0,2,11195
1018907_raw_html.txt,4810,1634,15632,67,55,199,75960
1018913_raw_html.txt,5102,1630,17204,275,57,243,85253
1018931_raw_html.txt,2996,844,7595,0,116,131,35692
1018943_raw_html.txt,27107,6420,61881,5952,1379,1079,582691
1018973_raw_html.txt,8739,3478,61628,21,132,938,180658
1018979_raw_html.txt,140,56,123,69,6,10,2705
1019009_raw_html.txt,7668,2807,21502,0,217,541,118195
1019051_raw_html.txt,1092,569,6654,24,12,48,19692
1019063_raw_html.txt,4005,1631,20503,14,77,240,79666
101909_raw_html.txt,9625,602,14103,0,993,9,350823
1019237_raw_html.txt,2214,789,8974,12,19,56,36530
1019351_raw_html.txt,6767,177,28707,48,8,9,38278
1019405_raw_html.txt,4427,1817,17193,8,8,96,54576
1019483_raw_html.txt,6244,2083,23252,198,188,527,110405
101951_raw_html.txt,3548,1172,8742,424,181,221,47463
1019555_raw_html.txt,106716,1639,366832,1836,148,384,487998
1019597_raw_html.txt,137701,2037,572982,43,10,44,716946
1019669_raw_html.txt,423,237,1597,0,1,2,6569
1019753_raw_html.txt,4596,1659,16657,184,60,209,67625
1019765_raw_html.txt,5266,1853,23410,29,42,170,87474
1019813_raw_html.txt,2799,864,6439,0,337,898,134341
1019867_raw_html.txt,6433,1557,18849,398,336,648,122961
1019939_raw_html.txt,1575,650,4378,75,1,11,24102
1019945_raw_html.txt,3798,1277,14339,15,6,38,49720
1019951_raw_html.txt,6494,2096,23983,232,85,365,110765
1019969_raw_html.txt,3982,1553,15111,26,33,125,72933
1019987_raw_html.txt,3253,1622,18787,0,16,38,63139
1019993_raw_html.txt,422,15,808,9,35,86,6229
1020053_raw_html.txt,12398,5248,47525,0,23,82,213228
102011_raw_html.txt,620,103,771,0,5,11,8208
1020263_raw_html.txt,15201,385,58059,103,10,37,76508
1020491_raw_html.txt,3491,1330,13893,175,38,115,62493
1020509_raw_html.txt,3668,1136,13812,69,63,31,65926
1020539_raw_html.txt,6474,1855,19326,17,49,185,86426
1020593_raw_html.txt,3086,1056,10231,21,51,167,44830
1020599_raw_html.txt,3741,1629,12454,448,58,223,61270
102059_raw_html.txt,2461,876,7033,191,32,73,36051
1020845_raw_html.txt,6500,2376,33011,0,209,345,119053
1020875_raw_html.txt,1392,583,7886,25,64,199,28441
1020881_raw_html.txt,37801,480,148706,233,34,96,194558
1020965_raw_html.txt,2299,790,6522,84,56,138,38017
1021127_raw_html.txt,6408,3063,32826,1570,193,437,102132
102113_raw_html.txt,3862,1243,10945,235,40,76,64620
1021145_raw_html.txt,5824,1827,16465,380,156,264,91671
1021295_raw_html.txt,3763,1498,12038,196,52,271,57484
1021427_raw_html.txt,49081,1141,210099,326,40,174,266842
1021703_raw_html.txt,4815,1752,14722,0,49,104,99273
1021715_raw_html.txt,2674,662,6757,13,14,46,30714
1021883_raw_html.txt,9912,3603,47289,150,55,287,167371
1021937_raw_html.txt,6716,4169,37643,27,15,63,114413
1021961_raw_html.txt,3637,1539,18496,4,3,19,53467
1022027_raw_html.txt,3664,2024,15307,6,1,19,60460
102203_raw_html.txt,886,432,3055,0,30,110,15346
102209_raw_html.txt,6794,2650,30251,24,29,118,106016
1022105_raw_html.txt,1823,800,5995,0,23,35,29051
102215_raw_html.txt,6017,2574,34805,144,295,744,124735
1022189_raw_html.txt,3767,1105,14168,118,56,225,59037
1022207_raw_html.txt,19077,3058,38223,7,2647,3214,400851
1022225_raw_html.txt,23575,5615,52324,5318,1136,999,484334
1022261_raw_html.txt,2974,1024,10029,101,130,83,51438
1022267_raw_html.txt,8372,2519,38065,13,76,273,135740
1022297_raw_html.txt,3328,1005,9668,376,119,230,56438
1022375_raw_html.txt,8708,2467,26712,0,84,121,162011
1022381_raw_html.txt,152,64,275,0,0,1,1390
102263_raw_html.txt,6193,2197,25562,0,578,818,133658
1022789_raw_html.txt,9425,3136,52724,124,109,257,180329
1022861_raw_html.txt,790,255,1594,322,51,69,12285
102287_raw_html.txt,3865,1750,19232,0,17,21,78326
1022927_raw_html.txt,10527,4004,43611,92,258,940,193384
10229_raw_html.txt,7808,3136,51425,0,224,477,156294
1023023_raw_html.txt,6461,2117,25902,14,130,162,106700
1023101_raw_html.txt,6,6,9,0,0,0,48
1023137_raw_html.txt,1804,655,9765,0,15,57,30681
1023185_raw_html.txt,15270,5548,49349,6874,179,879,242502
1023263_raw_html.txt,5164,1291,14143,12,86,171,66499
1023317_raw_html.txt,3987,1350,12534,461,35,236,53739
1023323_raw_html.txt,3024,1088,12072,89,50,43,44195
1023341_raw_html.txt,5150,2102,24611,0,23,50,83909
1023359_raw_html.txt,2705,898,8069,57,4,42,35510
1023365_raw_html.txt,3034,1096,12521,322,32,104,51072
1023389_raw_html.txt,16360,2886,49851,116,73,310,291488
1023401_raw_html.txt,4521,1480,13084,59,16,26,56456
1023485_raw_html.txt,4578,1363,12655,494,15,91,64492
1023629_raw_html.txt,5271,2278,24259,9,13,179,85941
1023659_raw_html.txt,7536,2070,20501,14,78,138,107113
1023707_raw_html.txt,2728,1178,10735,0,146,134,46666
1023917_raw_html.txt,2743,987,12119,0,7,7,41762
1023941_raw_html.txt,338339,12456,1281896,608,1008,2188,1684162
1023959_raw_html.txt,5980,2102,22753,315,79,92,99554
1024019_raw_html.txt,5853,2092,19881,562,101,252,107114
1024037_raw_html.txt,16398,6567,38754,44,953,1685,302262
1024169_raw_html.txt,59184,23159,374340,0,17,3577,994546
10241_raw_html.txt,626,221,1492,49,2,10,10760
1024211_raw_html.txt,7700,2445,38493,0,95,169,214912
1024277_raw_html.txt,2435,1163,9868,0,5,64,59495
1024343_raw_html.txt,1078,332,3883,1,13,25,16659
1024355_raw_html.txt,2900,1222,13109,0,10,41,55086
1024403_raw_html.txt,508,160,668,37,14,45,8262
1024409_raw_html.txt,12486,3955,21283,2272,377,195,134390
1024571_raw_html.txt,3251,810,9864,2,10,37,48808
102461_raw_html.txt,3265,1018,9810,0,79,277,62402
1024679_raw_html.txt,429,146,946,0,9,10,5393
1024769_raw_html.txt,270,29,293,0,211,497,16528
1024829_raw_html.txt,8324,2798,30804,0,75,143,112533
1024865_raw_html.txt,3001,959,8354,114,32,104,43740
1024877_raw_html.txt,3669,1008,13090,0,45,133,61677
1024883_raw_html.txt,6607,2097,25849,14,421,981,117925
1024889_raw_html.txt,2442,704,5387,58,12,50,34192
1024919_raw_html.txt,56015,3155,231110,13480,32,115,311201
1024943_raw_html.txt,10462,204,34596,0,2,22,46673
1024985_raw_html.txt,16144,6728,79237,0,411,650,320150
1025069_raw_html.txt,5969,1655,15959,200,47,164,72930
1025117_raw_html.txt,7569,2844,26921,3,262,905,130113
1025147_raw_html.txt,2656,929,7335,8,26,71,43706
1025153_raw_html.txt,5278,1549,15222,1172,60,194,78267
1025219_raw_html.txt,5404,2008,21030,19,7,171,72174
1025303_raw_html.txt,2527,778,7940,80,32,76,36852
1025321_raw_html.txt,7774,2480,34401,16,275,444,130263
1025333_raw_html.txt,4724,1789,22885,154,13,76,80412
1025405_raw_html.txt,6034,1683,16496,197,422,1391,115332
102545_raw_html.txt,2384,939,7682,26,40,101,39426
1025525_raw_html.txt,4394,1567,12357,0,27,44,55582
1025543_raw_html.txt,422,15,808,9,35,86,6233
1025579_raw_html.txt,4121,1125,7649,506,65,131,65847
1025591_raw_html.txt,2450,942,11090,0,20,52,44451
1025681_raw_html.txt,2373,909,8746,80,32,115,40757
1025849_raw_html.txt,2725,1113,12814,1,84,196,47531
1025897_raw_html.txt,3791,1092,9789,329,42,84,53078
1025921_raw_html.txt,1261,343,2263,0,14,124,15223
1025969_raw_html.txt,6042,2693,31206,0,1,39,98538
1026107_raw_html.txt,4281,958,5087,4121,89,173,67684
1026191_raw_html.txt,8898,3397,31237,12,478,1255,162107
