form_count,div_count,samp_count,ol_count,h3_count,link_count,figcaption_count,object_count,u_count,track_count,dd_count,code_count,h6_count,h4_count,li_count,em_count,progress_count,paragraph_count,select_count,header_count,button_count,caption_count,sub_count,dir_count,small_count,dialog_count,time_count,map_count,col_count,main_count,input_count,style_count,tr_count,dt_count,dl_count,filename,bold_count,tfoot_count,section_count,ins_count,source_count,td_count,output_count,h2_count,span_count,aside_count,textarea_count,blockquote_count,datalist_count,svg_count,mark_count,iframe_count,image_count,wbr_count,del_count,tbody_count,hr_count,meter_count,footer_count,colgroup_count,optgroup_count,article_count,thead_count,a_count,abbr_count,br_count,font_count,option_count,table_count,legend_count,th_count,area_count,noscript_count,script_count,canvas_count,keygen_count,bdi_count,video_count,h5_count,summary_count,pre_count,s_count,quotation_count,fieldset_count,audio_count,strong_count,bdo_count,address_count,nav_count,menu_count,label_count,kbd_count,h1_count,dfn_count,sup_count,cite_count,embed_count,details_count,i_count,var_count,figure_count,param_count,menuitem_count,ul_count
4,142,0,0,6,16,0,0,0,0,0,0,0,21,89,7,0,9,0,0,0,0,0,0,1,0,0,0,0,0,22,1,4,0,0,1000633_raw_html.txt,2,0,0,0,0,8,0,28,38,0,0,0,0,0,0,1,64,0,0,0,1,0,0,0,0,0,0,167,0,0,1,0,2,0,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,175,0,1,25,32,0,0,0,0,0,1,0,0,82,3,0,10,2,0,1,0,0,0,1,0,0,0,0,0,16,4,3,0,0,1000663_raw_html.txt,0,0,0,0,0,12,0,0,36,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,155,1,0,1,26,3,0,0,0,0,41,0,0,0,0,4,0,1,0,0,0,0,15,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,0,0,12
6,200,0,0,7,13,0,0,0,0,0,0,1,7,98,2,0,20,0,2,2,0,0,0,1,0,1,0,0,0,24,9,0,0,0,1000705_raw_html.txt,0,0,2,0,0,0,0,33,29,1,1,0,0,0,0,0,52,0,0,0,0,0,2,0,0,1,0,175,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,28,0,0,0,0,26
4,208,0,1,10,13,0,0,0,0,0,0,0,0,74,73,0,67,1,0,0,0,0,0,6,0,0,0,0,0,18,1,0,0,0,1000849_raw_html.txt,2,0,0,0,0,0,0,1,9,0,1,1,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,146,0,0,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,17
2,11,0,1,4,15,0,0,0,0,0,0,0,10,37,0,0,6,0,1,1,0,0,0,1,0,1,0,0,0,4,1,5,0,0,1000855_raw_html.txt,0,0,4,0,0,10,0,0,9,4,0,0,0,0,0,1,10,0,0,1,0,0,1,0,0,1,0,53,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
4,118,0,0,6,14,0,0,0,0,0,0,0,10,137,31,0,29,0,2,5,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1000927_raw_html.txt,2,0,0,3,0,0,0,0,58,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,1,0,166,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,1,0,0,1,0,0,86,0,0,0,0,24
2,264,0,0,7,33,0,0,0,0,0,0,0,6,85,1,0,40,1,8,0,0,0,0,1,0,32,0,0,1,16,7,0,0,0,1000975_raw_html.txt,32,0,1,2,0,0,0,6,84,1,1,0,0,0,0,3,58,0,0,0,0,0,34,0,0,39,0,185,0,0,2,30,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,7,0,1,0,0,0,0,0,27,0,0,0,0,14
1,75,0,1,11,34,0,0,0,0,0,0,0,0,38,2,0,82,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,1001029_raw_html.txt,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8
1,69,0,0,9,4,0,0,0,0,0,0,0,0,32,0,0,97,0,0,1,0,0,0,0,0,0,0,0,0,4,0,17,0,0,1001305_raw_html.txt,13,0,0,0,0,25,0,5,16,0,0,1,0,0,0,0,23,0,0,0,1,0,1,0,0,0,0,87,0,0,25,0,9,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001341_raw_html.txt,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,8,0,0,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,111,0,0,8,6,0,2,0,0,0,0,0,3,108,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,100147_raw_html.txt,0,0,1,0,0,0,0,3,27,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,103,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,26
6,158,0,1,2,27,0,0,0,0,0,0,0,7,15,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,1001533_raw_html.txt,0,0,0,0,0,0,0,4,21,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,8,0,0,0,0,3
2,172,0,0,2,11,0,0,0,0,0,0,0,0,51,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,16,0,3,0,0,1001581_raw_html.txt,0,0,0,0,0,10,0,2,44,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,52,0,0,0,0,5,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,9
2,135,0,1,7,9,0,1,0,0,0,0,18,1,126,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,8,2,0,2,3,1001587_raw_html.txt,10,0,3,0,0,0,0,4,52,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,167,0,0,0,12,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,10,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001635_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,60,0,0,18,19,0,1,0,0,0,0,0,1,222,2,0,6,0,1,2,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1001653_raw_html.txt,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,285,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,52,0,0,15,0,23
1,328,0,4,2,10,0,0,0,0,0,0,0,2,46,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,1001713_raw_html.txt,2,0,0,0,0,10,0,10,287,2,0,0,0,0,0,1,40,0,0,4,0,0,1,0,0,0,0,233,1,0,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,29
3,129,0,2,0,5,0,0,0,0,2,0,6,1,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1001719_raw_html.txt,0,0,5,0,0,0,0,0,51,2,0,0,0,6,0,1,33,0,0,0,2,0,1,0,0,1,0,99,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,12,0,0,0,0,10
2,121,0,0,0,10,0,0,0,0,0,0,6,0,31,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1001749_raw_html.txt,0,0,0,0,0,0,0,1,43,0,1,0,0,0,0,1,17,0,0,0,3,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5,104,0,1,2,14,0,0,0,0,0,0,0,1,19,1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,23,12,1,6,6,1001863_raw_html.txt,1,0,0,0,0,3,0,0,21,0,0,0,0,0,0,1,28,0,0,0,1,0,0,0,0,0,0,114,0,0,0,0,1,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3,0,0,0,0,0,0,0,3
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001929_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,76,0,2,3,26,0,0,0,0,0,0,0,3,91,4,0,15,0,3,0,0,0,0,1,0,2,0,0,1,19,6,0,0,0,1001971_raw_html.txt,1,0,17,0,0,0,0,0,13,2,1,0,0,0,0,1,38,0,0,0,0,0,2,0,0,2,0,138,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,9
2,30,0,0,9,15,0,0,0,0,0,0,0,0,11,1,0,12,1,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1001995_raw_html.txt,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,1,0,44,0,0,0,53,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
2,49,0,0,1,22,0,0,0,0,0,4,0,0,41,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,10,6,1,0,0,1002115_raw_html.txt,2,0,1,0,0,1,0,0,39,0,1,0,0,0,0,1,19,0,0,1,1,0,1,0,0,1,0,64,1,0,0,0,1,0,0,2,1,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2
3,14,0,0,11,15,0,0,0,0,0,0,0,1,38,0,0,11,0,9,0,0,0,0,1,0,0,0,0,0,13,3,0,0,0,1002181_raw_html.txt,0,0,0,1,0,0,0,1,38,9,1,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,58,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8
2,526,0,0,37,14,0,0,0,0,0,0,62,0,105,0,0,17,0,2,3,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1002211_raw_html.txt,0,0,6,0,0,0,0,0,150,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,1,0,303,0,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87,0,0,15
5,225,0,0,4,3,0,0,0,0,0,0,0,0,56,0,0,84,3,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,1002253_raw_html.txt,0,0,0,0,0,0,0,1,16,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,188,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
1,51,0,0,0,14,0,0,0,0,0,0,0,0,27,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1002271_raw_html.txt,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
4,140,0,2,10,19,0,0,0,0,0,0,2,7,146,2,0,20,0,11,1,0,0,0,0,0,2,0,0,0,10,1,0,0,0,1002289_raw_html.txt,2,0,13,0,0,0,0,9,114,1,1,0,0,0,0,0,41,0,0,0,8,0,6,0,0,10,0,224,0,0,16,0,0,0,0,0,3,44,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,1,0,1,0,0,0,0,0,74,0,2,0,0,22
0,15,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002295_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,133,0,0,4,12,0,0,0,0,0,0,0,13,112,4,0,48,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1002415_raw_html.txt,0,0,5,0,0,0,0,20,39,1,0,1,0,0,0,4,83,0,1,0,0,0,1,0,0,21,0,182,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,41
4,171,0,0,1,4,0,0,0,0,0,0,59,3,125,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,100243_raw_html.txt,0,0,9,0,0,0,0,1,143,4,1,0,0,0,0,1,64,0,0,0,0,0,0,0,0,1,0,202,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002475_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,198,0,0,8,8,0,0,0,0,0,0,0,0,156,0,0,43,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1002511_raw_html.txt,0,0,3,0,0,0,0,5,129,0,0,0,0,0,0,0,86,0,0,0,1,0,1,0,0,1,0,276,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36
1,197,0,0,28,16,0,0,0,0,0,0,0,1,206,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,1002559_raw_html.txt,0,0,0,0,0,0,0,14,22,0,1,0,0,0,0,1,44,0,0,0,1,0,0,0,0,0,0,239,0,0,0,12,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36
1,11,0,0,2,1,0,0,0,0,0,0,0,3,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,1002667_raw_html.txt,4,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,3
1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1002709_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,158,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1002805_raw_html.txt,0,0,0,0,0,0,0,1,12,2,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,0,0,0,6,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1002829_raw_html.txt,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1,79,0,0,3,20,0,0,0,0,0,0,0,5,66,3,0,13,0,2,0,0,0,0,1,0,1,0,0,1,3,5,0,0,0,1002859_raw_html.txt,0,0,17,3,0,0,0,2,22,2,0,0,0,0,0,3,31,0,0,0,0,0,2,0,0,1,0,105,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
2,119,0,1,7,27,0,0,0,0,0,0,0,2,15,1,0,46,0,2,0,0,0,0,3,0,0,0,0,0,11,7,0,0,0,1002919_raw_html.txt,0,0,0,0,0,0,0,1,54,1,1,0,0,0,0,0,23,0,0,0,0,0,1,0,0,1,0,30,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1
8,226,0,0,0,14,0,0,0,0,0,0,0,0,53,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1002925_raw_html.txt,0,0,0,3,0,0,0,0,53,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,115,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,13
3,653,0,0,0,4,0,0,0,0,0,0,0,9,27,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1002931_raw_html.txt,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,51,0,0,0,116,0,0,0,0,2,21,0,0,0,0,3,0,0,0,0,0,0,84,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,8
2,298,0,0,1,11,0,0,0,0,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,1003081_raw_html.txt,1,0,0,1,0,7,0,8,52,2,0,0,0,0,0,2,56,0,0,1,0,0,1,0,0,0,0,107,0,0,0,0,3,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
1,66,0,1,14,13,0,0,0,0,0,0,0,0,122,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,1,16,0,0,1003105_raw_html.txt,16,0,0,0,0,15,0,7,110,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,2,0,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,0,0,0,33,0,0,0,0,27
2,133,0,0,7,4,0,0,0,0,0,0,0,0,29,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,100327_raw_html.txt,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100333_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,214,0,0,4,20,0,0,0,0,0,0,0,0,116,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1003375_raw_html.txt,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,18,0,0,0,0,0,1,0,0,0,0,183,0,0,0,59,0,0,0,0,3,56,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,10,0,11
0,7,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1003393_raw_html.txt,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
