filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length,quality
1003920_raw_html.txt,25267,5888,57351,5417,1215,1022,526263,0
1003932_raw_html.txt,25362,586,140309,7,9,82,171835,0
1003944_raw_html.txt,3628,1031,10132,303,57,126,53630,1
1003986_raw_html.txt,51501,12595,197820,255,1090,256,754808,0
1004142_raw_html.txt,7395,1966,23939,35,60,212,122070,0
100422_raw_html.txt,3640,1281,10531,0,97,267,53938,0
1004274_raw_html.txt,6260,2255,21526,268,59,261,103798,0
1004340_raw_html.txt,3210,1175,13184,0,55,308,55521,0
1004484_raw_html.txt,3198,1127,9709,0,97,265,46890,0
100452_raw_html.txt,6710,2273,29778,14,81,213,115675,0
1004592_raw_html.txt,12188,2557,39361,14,225,512,190962,0
1004634_raw_html.txt,2220,661,4873,380,67,166,34083,0
1004688_raw_html.txt,12179,3824,51624,0,687,608,195770,0
1004868_raw_html.txt,9472,3762,39291,1,191,499,153954,0
1004892_raw_html.txt,2612,987,12636,18,4,33,38357,1
1004922_raw_html.txt,270,29,293,0,211,497,16531,0
1004958_raw_html.txt,3153,1145,10557,18,109,217,62607,0
1004964_raw_html.txt,7074,3233,35963,0,169,135,125831,0
1005042_raw_html.txt,11927,4550,79657,1,117,402,222256,1
1005144_raw_html.txt,1864,654,7411,18,20,92,28184,0
1005156_raw_html.txt,6529,1782,25567,6,89,336,111571,0
1005174_raw_html.txt,6264,2370,25171,295,117,287,98418,1
100530_raw_html.txt,205736,3507,782677,4786,73,362,1022981,0
1005378_raw_html.txt,5109,2224,20340,93,91,222,79770,0
1005468_raw_html.txt,1516,428,3418,271,248,270,33029,0
1005522_raw_html.txt,3032,1088,12256,0,6,20,37254,0
1005570_raw_html.txt,7724,2248,14491,15,0,16,56318,0
1005660_raw_html.txt,13491,6430,50651,5633,371,863,209637,0
1005720_raw_html.txt,6509,1967,19593,94,813,1179,130284,0
1005738_raw_html.txt,3374,897,9328,4,6,17,31497,0
1006170_raw_html.txt,6982,2319,30387,0,5,32,102824,0
1006476_raw_html.txt,2669,916,9431,12,29,76,41146,1
1006554_raw_html.txt,12694,3830,52539,494,373,448,206674,0
1006572_raw_html.txt,3404,1145,14281,92,30,64,58105,1
1006590_raw_html.txt,2852,117,2969,29,144,114,82770,0
1006608_raw_html.txt,106328,47623,779317,670,82,976,1509836,0
1006644_raw_html.txt,4722,1876,22875,47,11,65,78296,0
1006698_raw_html.txt,10579,4014,43737,92,258,942,194016,0
1006776_raw_html.txt,5130,1654,17778,33,57,186,77564,0
1006848_raw_html.txt,827,390,2413,0,10,30,11505,0
1006890_raw_html.txt,6679,2312,25590,136,93,318,101034,0
1006902_raw_html.txt,4774,2276,20837,114,20,38,74885,0
1006908_raw_html.txt,11840,5076,56284,0,23,111,176756,0
1006938_raw_html.txt,11448,4457,65161,491,214,398,214263,0
1006956_raw_html.txt,10903,4523,45421,0,407,136,209772,0
1006980_raw_html.txt,3325,1845,14770,140,64,173,52430,0
1007016_raw_html.txt,6824,298,25826,0,12,39,34461,0
1007172_raw_html.txt,5291,1571,14607,214,26,30,91055,1
1007262_raw_html.txt,8190,3127,51538,0,250,530,160969,0
1007364_raw_html.txt,3164,1207,9417,0,56,166,50639,0
1007388_raw_html.txt,7828,2421,38023,0,90,164,195219,1
1007412_raw_html.txt,4689,1636,23442,0,25,59,74471,0
1007424_raw_html.txt,4263,1375,13515,159,123,360,73302,0
1007532_raw_html.txt,5414,2042,18880,37,281,972,102410,0
1007544_raw_html.txt,190,63,225,20,4,14,2640,1
1007568_raw_html.txt,11177,2665,39259,14,237,511,190825,0
1007640_raw_html.txt,5351,1296,15351,0,139,177,98509,1
1007712_raw_html.txt,6816,2355,21659,258,350,929,127402,0
100776_raw_html.txt,3300,1776,20569,51,2,17,55443,0
1007790_raw_html.txt,4880,1339,10715,253,79,50,67998,1
1007964_raw_html.txt,5245,1570,18208,653,202,286,79230,1
1007976_raw_html.txt,2594,1118,10882,10,7,83,43039,0
1008012_raw_html.txt,5010,1871,19519,0,77,134,79881,0
1008042_raw_html.txt,5191,1752,9010,1,669,1544,90359,0
1008186_raw_html.txt,3150,1315,9671,7,20,94,45922,0
1008246_raw_html.txt,4019,1065,12498,62,11,39,53603,0
1008252_raw_html.txt,20,6,19,0,0,0,301,0
1008414_raw_html.txt,6709,23,35732,0,3,11,44233,0
1008426_raw_html.txt,7623,2856,26301,0,52,183,160063,0
1008450_raw_html.txt,2020,819,6623,40,25,13,23127,0
1008588_raw_html.txt,3844,1330,14044,38,46,90,68123,0
100872_raw_html.txt,1183,391,4177,20,15,59,19231,0
1008906_raw_html.txt,5809,2128,18050,655,91,345,88822,0
1008924_raw_html.txt,6249,2171,36556,0,11,53,118483,0
1009080_raw_html.txt,6377,1461,19013,236,124,142,108032,0
100908_raw_html.txt,9498,3626,51608,207,501,673,196011,0
1009152_raw_html.txt,623,276,1726,0,1,0,7395,0
1009320_raw_html.txt,6724,2919,18468,2901,342,1272,105242,0
1009350_raw_html.txt,3681,1113,12445,12,37,83,50782,1
1009356_raw_html.txt,1978,871,9959,39,4,27,41834,0
1009434_raw_html.txt,6460,2408,26167,725,54,174,105502,0
1009476_raw_html.txt,4274,1778,21388,170,135,261,87809,0
1009512_raw_html.txt,1157,494,3288,12,23,76,16007,0
1009524_raw_html.txt,5015,2110,23146,67,57,190,90408,0
1009548_raw_html.txt,12232,3959,51652,1156,72,786,200776,0
1009596_raw_html.txt,11902,3850,37218,170,23,131,148884,0
1009620_raw_html.txt,6007,2123,33293,0,162,310,105981,0
100968_raw_html.txt,2669,1025,8802,78,38,74,47379,0
1009716_raw_html.txt,2359,845,7309,5,48,132,44023,0
1009788_raw_html.txt,5712,1440,16875,398,132,162,100784,0
1010058_raw_html.txt,5181,1318,14820,69,58,218,62539,0
1010070_raw_html.txt,4671,1965,20082,0,251,307,84502,0
1010076_raw_html.txt,6535,2229,26514,75,64,241,101105,0
1010088_raw_html.txt,74352,1123,269830,6748,16,89,362048,0
1010178_raw_html.txt,4221,1522,13280,0,36,185,59742,0
1010208_raw_html.txt,2013,511,6062,5,19,57,24490,1
1010220_raw_html.txt,291,151,742,0,3,0,4490,0
101022_raw_html.txt,694,243,954,138,22,27,11413,0
1010250_raw_html.txt,16794,295,62971,7,31,122,83292,0
101028_raw_html.txt,85151,118,276714,262,397,836,368069,0
1010298_raw_html.txt,828,335,2778,0,1,21,10527,0
1010310_raw_html.txt,3600,1643,15134,0,134,100,59723,0
1010340_raw_html.txt,3914,1208,10926,7,26,150,50923,0
1010370_raw_html.txt,1417,604,3980,51,12,57,20790,0
1010418_raw_html.txt,923,380,2246,23,17,83,10803,1
1010454_raw_html.txt,1592,705,6477,3,9,32,21099,0
1010508_raw_html.txt,4497,1905,19902,0,242,306,80222,0
1010556_raw_html.txt,30722,7547,125242,8376,121,313,459534,0
1010604_raw_html.txt,5203,1843,16230,327,108,126,79981,0
1010676_raw_html.txt,19668,4518,28804,631,2766,1009,327176,1
1010712_raw_html.txt,3499,1289,12917,168,34,127,54236,0
1010742_raw_html.txt,3705,802,4831,800,2122,4541,180876,0
1010754_raw_html.txt,3283,864,10582,1,316,333,62953,0
1010922_raw_html.txt,1752,712,5037,268,43,141,27168,0
1010946_raw_html.txt,6947,1326,19484,0,345,167,153889,0
101094_raw_html.txt,4605,1515,17371,0,183,239,75429,0
1010970_raw_html.txt,5570,1972,19818,867,88,210,102111,0
101112_raw_html.txt,468,142,577,37,14,44,7450,0
1011132_raw_html.txt,1581,635,4606,0,51,121,24197,0
1011198_raw_html.txt,2846,1204,11060,0,153,147,47877,0
1011204_raw_html.txt,7774,996,14654,24,21,357,121003,0
101124_raw_html.txt,5239,2142,18752,0,24,106,75781,0
1011276_raw_html.txt,3968,1526,18713,4,3,20,54878,0
1011336_raw_html.txt,9825,3031,39396,119,119,306,168394,0
1011354_raw_html.txt,9776,3421,66360,0,280,498,191571,0
1011378_raw_html.txt,9851,4325,48745,0,193,946,174674,0
1011408_raw_html.txt,5919,2406,24444,52,34,143,99190,1
1011426_raw_html.txt,337,134,1073,0,0,0,4168,0
1011504_raw_html.txt,2671,820,6607,454,237,487,43140,0
1011594_raw_html.txt,11529,6354,58263,339,75,361,181944,0
1011612_raw_html.txt,37694,1109,139786,2424,124,357,186239,0
1011630_raw_html.txt,5082,1392,15732,166,104,128,76429,1
1011666_raw_html.txt,3804,1436,16167,0,23,58,59389,0
1011708_raw_html.txt,1236,56,4993,166,0,0,7038,0
1011720_raw_html.txt,4389,1856,19270,0,241,306,78100,0
101172_raw_html.txt,5726,2746,25334,82,31,144,94624,0
1011816_raw_html.txt,2352,797,6955,25,6,29,26821,1
1011846_raw_html.txt,3945,1440,15139,392,70,130,68083,0
1011906_raw_html.txt,1488,522,4320,0,31,82,20016,0
1011990_raw_html.txt,169,60,286,0,0,8,2153,0
1012068_raw_html.txt,40513,1005,157271,2694,1,0,207579,0
1012080_raw_html.txt,5777,2480,23616,481,68,398,134255,0
1012158_raw_html.txt,563,248,1369,42,0,3,7900,0
1012284_raw_html.txt,6457,1918,36409,486,160,305,114578,0
101232_raw_html.txt,91,49,228,0,0,0,1352,0
1012368_raw_html.txt,523,300,1467,0,1,7,6835,0
1012446_raw_html.txt,13991,4641,56322,483,77,374,226450,0
1012518_raw_html.txt,397,150,965,0,9,10,5986,0
1012566_raw_html.txt,4324,1341,11924,203,126,366,72672,0
1012572_raw_html.txt,5025,1662,16584,0,181,155,99922,0
1012620_raw_html.txt,5537,1560,18766,145,17,64,71367,0
1012698_raw_html.txt,5631,1987,11568,862,49,94,72906,0
1012890_raw_html.txt,7361,2008,25579,148,44,156,108636,0
1012908_raw_html.txt,3080,938,8529,0,108,245,44725,1
1012932_raw_html.txt,143324,5323,553622,13227,37,154,732797,0
1013016_raw_html.txt,5157,1872,18062,0,170,373,84420,0
101304_raw_html.txt,9070,226,34160,0,0,11,44777,0
1013052_raw_html.txt,3133,1426,14979,0,41,132,54317,0
1013064_raw_html.txt,9385,2372,32566,259,155,262,144344,0
1013142_raw_html.txt,2982,997,8915,282,60,130,52165,0
1013322_raw_html.txt,19016,5617,73379,14,38,183,232638,0
1013406_raw_html.txt,7646,2415,29027,1,168,609,135074,0
1013640_raw_html.txt,2122,473,4480,0,2,14,19092,0
1013784_raw_html.txt,202683,2140,776626,0,371,1227,1000050,0
1013904_raw_html.txt,3006,933,7428,212,57,122,40824,1
101394_raw_html.txt,17857,6154,83134,901,138,387,344519,0
1014024_raw_html.txt,4456,2058,19901,0,62,416,84545,0
1014048_raw_html.txt,7995,1653,15853,445,644,262,206717,0
1014120_raw_html.txt,1169,300,1956,0,139,133,31424,0
1014162_raw_html.txt,5362,2029,21099,172,286,615,81071,0
1014192_raw_html.txt,2745,1035,9230,109,33,160,45664,0
1014282_raw_html.txt,4682,1501,14407,18,97,242,71374,0
1014288_raw_html.txt,1860,697,5918,27,7,27,24789,1
101436_raw_html.txt,1954,846,7186,45,18,75,31788,0
1014408_raw_html.txt,5378,1668,19752,13,30,86,75711,0
1014444_raw_html.txt,3216,1056,7990,378,40,145,56275,0
1014528_raw_html.txt,1335,612,4235,0,2,12,19502,0
101460_raw_html.txt,755,284,1569,0,35,74,66655,0
10146_raw_html.txt,6113,1910,17418,161,141,298,101060,0
1014726_raw_html.txt,5640,2108,21666,183,248,666,104562,0
1014834_raw_html.txt,1018,44,3854,0,0,0,5524,0
1014870_raw_html.txt,7482,2316,23386,0,46,105,142646,0
1014966_raw_html.txt,4939,1584,15291,0,208,293,81271,0
1015038_raw_html.txt,3576,1189,10249,0,97,271,50435,0
1015116_raw_html.txt,17057,305,58707,17,0,10,79119,0
1015128_raw_html.txt,6204,2258,19024,138,42,298,101382,1
1015188_raw_html.txt,4513,1860,19428,0,241,306,78662,0
1015212_raw_html.txt,5733,2613,32336,0,263,357,98068,0
1015224_raw_html.txt,2530,73,8465,0,3,9,12930,0
1015266_raw_html.txt,7175,1784,20659,13,21,84,94494,0
1015278_raw_html.txt,1728,390,3051,0,7,54,16469,0
1015350_raw_html.txt,71361,41444,408496,23,1499,2810,1551060,0
1015362_raw_html.txt,24550,410,84337,267,8,65,112199,0
1015410_raw_html.txt,6186,2036,19140,1135,213,348,103477,0
1015500_raw_html.txt,1951,573,6262,109,44,131,29496,0
1015512_raw_html.txt,140,56,123,69,6,10,2625,0
1015536_raw_html.txt,3915,1734,14829,275,100,232,70848,0
1015572_raw_html.txt,4473,1986,19784,0,75,150,71271,0
1015596_raw_html.txt,5172,1794,15461,149,22,205,76736,0
1015638_raw_html.txt,4878,1379,15164,398,130,157,94263,0
1015752_raw_html.txt,3547,1964,17140,208,22,176,58268,0
1015782_raw_html.txt,11710,2691,40004,14,237,511,192096,0
1015800_raw_html.txt,4206,1757,18909,0,46,144,64504,0
1015860_raw_html.txt,2240,906,7626,70,35,63,30469,0
101586_raw_html.txt,2550,888,7156,0,85,209,41976,0
10158_raw_html.txt,8939,2795,31097,390,116,338,149926,0
1015962_raw_html.txt,1914,573,4927,48,24,83,32396,1
1016004_raw_html.txt,492,236,1345,0,25,129,12004,0
1016184_raw_html.txt,6088,2004,16827,102,11,103,82775,0
1016196_raw_html.txt,7545,2182,20734,337,67,284,92480,0
1016214_raw_html.txt,998,484,3762,0,1,12,14205,1
101628_raw_html.txt,4368,1220,11801,329,159,223,61927,0
101634_raw_html.txt,1961,690,6494,29,19,59,33334,0
1016388_raw_html.txt,4368,1200,10267,154,57,185,52971,0
1016394_raw_html.txt,4448,1214,14117,224,134,190,85446,0
1016424_raw_html.txt,5737,1666,17775,156,33,82,75872,0
1016622_raw_html.txt,1190,462,3530,60,80,172,20791,0
1016640_raw_html.txt,9366,2299,28343,231,1506,783,241511,0
1016694_raw_html.txt,2088,896,7406,93,19,79,35532,0
101670_raw_html.txt,5503,2013,19233,0,61,172,84790,0
1016760_raw_html.txt,6040,956,12958,13,95,24,64592,1
101676_raw_html.txt,9890,3208,39907,720,103,257,223641,0
1016820_raw_html.txt,5473,555,7791,110,563,182,109869,0
1016832_raw_html.txt,8817,3620,43830,27,78,370,134842,1
1016904_raw_html.txt,2741,1086,9882,406,51,152,48517,0
1016970_raw_html.txt,3175,1004,7942,0,390,972,144830,0
1016982_raw_html.txt,1297,629,5694,0,6,113,20063,0
1017138_raw_html.txt,4530,1364,15018,399,96,122,70951,0
1017144_raw_html.txt,15855,5031,67211,789,698,379,255676,0
1017156_raw_html.txt,4592,1302,14719,307,329,631,102449,0
1017180_raw_html.txt,452,235,728,88,43,19,9224,0
1017216_raw_html.txt,5505,1789,16429,583,51,161,81752,1
1017276_raw_html.txt,13119,5025,39669,2,8,144,168081,0
1017348_raw_html.txt,115,18,134,0,0,0,1081,0
1017384_raw_html.txt,4268,1858,30366,22,45,133,100083,1
1017588_raw_html.txt,4692,1520,11370,621,44,232,62184,0
1017618_raw_html.txt,5553,2977,43591,0,20,69,125771,0
1017642_raw_html.txt,6315,1559,19111,398,141,167,111554,0
1017738_raw_html.txt,316,88,332,59,54,55,5974,1
1017834_raw_html.txt,5277,1842,20499,303,248,667,104664,0
1017840_raw_html.txt,4606,1949,26988,76,18,46,75023,0
1018170_raw_html.txt,13789,4906,60223,12,24,340,273285,1
1018218_raw_html.txt,2584,695,8094,24,15,55,39614,0
1018374_raw_html.txt,11869,3469,52980,132,135,208,210340,1
1018380_raw_html.txt,1570,478,1856,288,32,108,29265,0
1018464_raw_html.txt,46036,1103,165127,238,50,190,218964,0
1018644_raw_html.txt,7070,2475,18586,0,93,254,99035,0
1018650_raw_html.txt,6637,2672,30533,0,25,74,104508,0
1018656_raw_html.txt,116,29,206,0,72,129,4553,0
1018692_raw_html.txt,2832,848,7011,0,12,68,31592,0
1018782_raw_html.txt,4869,1742,17454,88,40,394,77496,1
1018800_raw_html.txt,4404,1460,15756,31,90,176,66434,0
1018812_raw_html.txt,22829,15229,428093,33,22,91,610623,0
1018824_raw_html.txt,1391,834,27030,201,142,51,39236,0
1018974_raw_html.txt,3955,1297,10755,522,59,256,51999,1
1018998_raw_html.txt,9997,4038,64128,498,399,612,184270,0
1019064_raw_html.txt,2663,974,8513,0,32,129,50874,0
101922_raw_html.txt,2220,546,6953,0,48,92,33017,0
1019262_raw_html.txt,3198,1082,12117,0,22,52,50327,0
1019310_raw_html.txt,5671,1804,19748,23,116,278,88063,0
1019316_raw_html.txt,4037,1908,19950,38,10,13,63992,0
1019358_raw_html.txt,3580,1139,8833,831,101,181,56696,0
1019448_raw_html.txt,698,224,1214,0,7,31,9386,0
1019460_raw_html.txt,11766,4231,46964,198,546,978,188612,1
101958_raw_html.txt,46033,1270,192662,156,0,11,249303,0
1019592_raw_html.txt,2445,1059,7919,95,54,153,39147,0
1019634_raw_html.txt,7402,2206,27258,191,150,250,126748,0
1019640_raw_html.txt,3824,1058,10641,540,73,154,57830,0
1019706_raw_html.txt,2812,1079,9735,0,95,210,57639,1
1019742_raw_html.txt,8947,3042,43373,0,102,302,159858,1
1019844_raw_html.txt,1893,800,7837,0,79,121,33903,0
1019898_raw_html.txt,3993,1088,11963,11,56,40,55202,0
102000_raw_html.txt,6772,2115,28493,20,23,105,111321,0
1020054_raw_html.txt,3651,117,13675,0,0,0,18259,0
1020072_raw_html.txt,4076,1573,16559,1,69,223,60471,0
1020114_raw_html.txt,6651,3189,37958,6,52,298,112065,0
1020132_raw_html.txt,9292,2495,35332,71,252,678,129037,0
1020300_raw_html.txt,3391,1398,11259,1282,98,379,55924,0
1020318_raw_html.txt,61934,776,201625,0,236,464,270788,0
102036_raw_html.txt,2415,1009,8394,628,132,184,45440,0
1020378_raw_html.txt,26233,6089,62045,6067,1308,1042,567951,0
1020474_raw_html.txt,13760,5342,110522,0,291,548,288568,0
1020492_raw_html.txt,3806,1057,8882,315,78,157,52110,0
1020576_raw_html.txt,611,268,1845,16,2,32,9595,0
1020582_raw_html.txt,9423,2223,32766,59,38,179,130990,0
1020732_raw_html.txt,3747,959,8236,0,373,920,150668,0
1020774_raw_html.txt,4810,1854,24131,22,15,56,78797,0
1020972_raw_html.txt,5834,1538,16654,0,127,269,116850,0
1020984_raw_html.txt,4742,1725,14801,0,23,64,62447,0
102108_raw_html.txt,7895,2811,20602,0,229,287,112180,0
1021152_raw_html.txt,30,10,37,0,0,0,249,0
1021302_raw_html.txt,182,81,325,9,6,2,2033,0
1021350_raw_html.txt,3695,1250,12291,22,13,80,55094,0
1021380_raw_html.txt,5846,1400,15469,113,51,195,74328,0
1021434_raw_html.txt,3097,1173,10122,12,41,87,47027,0
1021446_raw_html.txt,5762,2281,23212,205,248,677,109350,0
1021452_raw_html.txt,3301,1043,8444,0,368,908,145032,0
1021488_raw_html.txt,15613,568,60787,71,2,23,79358,0
1021494_raw_html.txt,3264,952,10061,0,168,265,63256,0
1021650_raw_html.txt,1968,980,10004,0,14,47,39340,0
1021716_raw_html.txt,4089,1275,12321,1,34,117,51537,1
1021800_raw_html.txt,25930,8863,122479,5173,76,600,463614,0
1021812_raw_html.txt,120695,1212,447100,0,350,972,579593,0
102186_raw_html.txt,6199,1423,16062,106,28,111,68599,0
1021920_raw_html.txt,5253,1880,23205,0,37,33,85686,0
1021938_raw_html.txt,8619,3150,49366,0,219,291,157414,0
1021986_raw_html.txt,653,171,1488,0,30,81,9022,0
1022064_raw_html.txt,4673,1782,13496,279,75,187,67609,0
1022154_raw_html.txt,12274,224,47398,0,1,55,61082,0
1022172_raw_html.txt,378,240,1580,5,2,1,5187,0
1022202_raw_html.txt,2592,956,9561,306,44,82,47088,0
1022208_raw_html.txt,14901,6688,53630,5633,371,864,223068,0
1022220_raw_html.txt,6074,2289,20182,1580,186,401,98337,0
1022268_raw_html.txt,3125,1050,9613,101,35,141,46547,0
1022328_raw_html.txt,4003,1548,18990,7,4,16,56421,0
1022370_raw_html.txt,5600,1833,22609,405,63,222,82047,0
1022406_raw_html.txt,3374,1781,20809,0,190,456,65909,0
1022412_raw_html.txt,3362,1338,20071,574,117,548,67099,0
1022436_raw_html.txt,4370,1557,18358,0,12,84,76170,0
1022454_raw_html.txt,7033,2830,26385,18,32,108,112275,0
1022490_raw_html.txt,8141,2593,37422,0,271,533,141942,0
1022502_raw_html.txt,2195,1199,9245,152,10,96,33034,0
1022658_raw_html.txt,773,286,1654,0,0,5,6697,0
1022772_raw_html.txt,29,18,37,7,1,0,335,0
1022796_raw_html.txt,4706,1429,16079,74,100,85,73662,0
1022808_raw_html.txt,10945,4186,45384,198,548,985,180965,0
1023060_raw_html.txt,7530,2595,29915,7,77,391,114711,1
1023084_raw_html.txt,3122,1243,13142,0,72,140,41795,0
1023090_raw_html.txt,5545,2346,25657,4,251,707,115404,0
1023120_raw_html.txt,38968,813,144280,121,14,86,191030,0
1023198_raw_html.txt,305,71,427,0,37,21,4431,0
102324_raw_html.txt,37,15,41,0,0,0,436,0
1023318_raw_html.txt,1694,769,6556,157,40,125,30791,0
1023330_raw_html.txt,4858,1790,20692,83,12,63,71162,0
1023390_raw_html.txt,10237,3635,66167,0,275,475,192976,0
1023636_raw_html.txt,6511,2434,18634,0,141,337,117085,0
1023660_raw_html.txt,4385,1435,14326,603,98,263,72443,0
1023864_raw_html.txt,3325,1301,16428,3,29,97,51412,0
1023960_raw_html.txt,4380,1356,15706,29,65,145,69556,0
1023984_raw_html.txt,2761,1158,11739,45,153,147,50060,0
1023996_raw_html.txt,5266,1887,17239,6,148,461,80387,0
1024026_raw_html.txt,4088,1188,14878,21,55,237,57132,1
102402_raw_html.txt,97876,1229,339571,24,4,63,446927,0
1024056_raw_html.txt,5603,2009,16883,248,100,336,85178,0
1024092_raw_html.txt,4207,1728,16986,186,45,52,66383,0
1024218_raw_html.txt,4969,1972,22990,66,43,85,82190,0
1024230_raw_html.txt,1679,572,5342,8,15,75,25552,0
1024236_raw_html.txt,5215,1235,12658,0,55,249,73122,0
1024320_raw_html.txt,13850,8829,76955,0,23,199,207917,0
1024332_raw_html.txt,9782,4119,66225,0,83,205,208948,0
1024500_raw_html.txt,71433,1336,248993,5,78,200,329996,0
1024506_raw_html.txt,1336,642,5299,0,1,10,16231,0
1024596_raw_html.txt,15553,5304,92397,690,78,242,321739,0
1024644_raw_html.txt,2901,1037,8686,104,36,56,44157,1
102468_raw_html.txt,8512,2966,35102,8,296,388,168374,1
1024698_raw_html.txt,5643,1669,18457,20,41,164,78179,0
1024722_raw_html.txt,9960,3343,47872,828,326,929,163098,0
1024740_raw_html.txt,102808,1615,337435,65,7,71,478946,0
1024788_raw_html.txt,3819,1421,16442,31,13,85,53037,0
1024800_raw_html.txt,1200,578,4849,84,9,21,17521,0
1024830_raw_html.txt,10506,3320,38140,423,60,338,158753,0
1024842_raw_html.txt,2113,672,4939,6,6,36,22241,1
1024848_raw_html.txt,6754,1766,26421,64,197,293,89423,0
1024884_raw_html.txt,26827,6528,87593,12,198,329,359364,0
10248_raw_html.txt,3295,1005,9709,27,33,87,48229,0
1024974_raw_html.txt,12356,2843,30668,191,46,241,119762,0
1025118_raw_html.txt,5514,1788,18495,132,137,351,93209,0
1025130_raw_html.txt,20,6,19,0,0,0,301,0
1025142_raw_html.txt,3531,1400,15306,0,8,95,56493,0
1025148_raw_html.txt,9705,2597,31547,0,271,325,179867,0
1025166_raw_html.txt,916,374,2578,23,15,50,12736,0
1025244_raw_html.txt,9663,3328,38392,357,92,224,166152,0
1025280_raw_html.txt,7471,2656,21709,0,210,524,113078,0
1025310_raw_html.txt,4427,1367,13550,33,125,424,71233,0
102534_raw_html.txt,4604,1334,14734,0,391,1345,102036,0
1025358_raw_html.txt,6612,2122,24908,272,146,233,122249,0
1025406_raw_html.txt,9240,2879,32030,8,187,436,129296,0
1025460_raw_html.txt,3079,844,8064,172,107,214,48139,0
1025520_raw_html.txt,2097,813,6222,42,56,94,43445,0
